,date,price_eur_mwh,demand,pv,wi,jg,jnwrb,temperature_c,wind_speed_ms,solar_wm2,co2_price_eur,hour,day_of_week,price_lag_24,res_share,hour_sin,hour_cos
4442,2025-01-02 02:00:00+00:00,-10.56,12943.2195,0.0,6225.47425,6646.741,9967.998749999999,8.1,23.3,0.0,21.77910804748535,2,3,1.69,0.4809834407892102,0.49999999999999994,0.8660254037844387
4443,2025-01-02 03:00:00+00:00,-10.68,13251.1135,0.0,6616.7545,6461.586499999999,10394.677,8.6,24.3,0.0,21.77910804748535,3,3,0.09,0.4993357350686039,0.7071067811865475,0.7071067811865476
4444,2025-01-02 04:00:00+00:00,,14207.32725,0.0,7469.1285,6662.08325,11250.575,8.8,24.3,0.0,21.77910804748535,4,3,,0.5257236895138035,0.8660254037844386,0.5000000000000001
4445,2025-01-02 05:00:00+00:00,40.08,16484.07325,0.0,8441.36875,7417.180249999999,12256.188,8.3,20.9,0.0,21.77910804748535,5,3,,0.5120924071360821,0.9659258262890683,0.25881904510252074
4446,2025-01-02 06:00:00+00:00,,18106.3965,6.02275,8389.66025,8785.118,12449.37725,8.1,22.0,0.0,21.77910804748535,6,3,,0.4636860238866415,1.0,6.123233995736766e-17
4447,2025-01-02 07:00:00+00:00,,19099.967,162.6075,8284.46225,9699.42625,12742.4635,8.0,22.2,0.0,21.77910804748535,7,3,-4.94,0.442255724839734,0.9659258262890683,-0.25881904510252063
4448,2025-01-02 08:00:00+00:00,114.93,20025.29975,503.1115,8387.1905,10512.57775,13277.322,8.0,23.6,9.0,21.77910804748535,8,3,-50.26,0.44395350436639536,0.8660254037844387,-0.49999999999999983
4449,2025-01-02 09:00:00+00:00,119.79,20223.8295,1092.78,8408.3375,10265.0225,13962.68925,7.3,24.6,16.0,21.77910804748535,9,3,-72.99,0.4697981408516127,0.7071067811865476,-0.7071067811865475
4450,2025-01-02 10:00:00+00:00,,20571.8535,1602.1875,8311.1085,9711.48475,14420.651,5.9,25.4,26.0,21.77910804748535,10,3,-59.57,0.4818863793678095,0.49999999999999994,-0.8660254037844387
4451,2025-01-02 11:00:00+00:00,,20721.50325,1703.8665,7954.8865000000005,9272.11625,14164.412,5.2,22.4,32.0,21.77910804748535,11,3,-48.26,0.46612221533686266,0.258819045102521,-0.9659258262890682
4452,2025-01-02 12:00:00+00:00,,21165.925499999998,1373.7372500000001,7594.6425,10728.482250000001,13512.72225,4.9,25.9,35.0,21.77910804748535,12,3,,0.4237178171112811,1.2246467991473532e-16,-1.0
4453,2025-01-02 13:00:00+00:00,,21038.32575,747.117,7004.3905,11827.81075,12344.96675,5.6,23.6,36.0,21.77910804748535,13,3,0.13,0.3684469758721176,-0.2588190451025208,-0.9659258262890683
4454,2025-01-02 14:00:00+00:00,130.11,21342.5875,178.1145,5867.02725,12739.78275,10795.87075,4.6,20.7,43.0,21.77910804748535,14,3,23.25,0.2832431517499928,-0.4999999999999998,-0.8660254037844388
4455,2025-01-02 15:00:00+00:00,136.43,21891.63125,18.692,5253.027749999999,13311.53025,10117.72675,3.3,18.2,5.0,21.77910804748535,15,3,45.19,0.24080981859220746,-0.7071067811865471,-0.7071067811865479
4456,2025-01-02 16:00:00+00:00,151.99,21914.92625,0.0,4723.18325,14046.878,9705.38925,3.3,18.2,5.0,21.77910804748535,16,3,47.03,0.21552357494244362,-0.8660254037844384,-0.5000000000000004
4457,2025-01-02 17:00:00+00:00,152.6,21518.07275,0.0,4366.044,14192.3735,9412.09425,2.0,15.8,0.0,21.77910804748535,17,3,41.76,0.20290125657280345,-0.9659258262890683,-0.25881904510252063
4458,2025-01-02 18:00:00+00:00,139.06,21350.644500000002,0.0,4119.48825,13850.68125,9175.927,1.2,14.6,0.0,21.77910804748535,18,3,39.38,0.1929444448386558,-1.0,-1.8369701987210297e-16
4459,2025-01-02 19:00:00+00:00,,20952.08025,0.0,3962.8559999999998,13703.58675,8884.999,0.4,13.1,0.0,21.77910804748535,19,3,34.63,0.1891390235582932,-0.9659258262890684,0.2588190451025203
4460,2025-01-02 20:00:00+00:00,,19746.397,0.0,3944.06725,12585.84975,8732.32325,-0.3,11.3,0.0,21.77910804748535,20,3,13.82,0.1997360455175696,-0.8660254037844386,0.5000000000000001
4461,2025-01-02 21:00:00+00:00,,18517.46625,0.0,4159.07075,11694.9915,8863.06475,-1.1,9.6,0.0,21.77910804748535,21,3,9.71,0.2246025829802714,-0.7071067811865477,0.7071067811865474
4462,2025-01-02 22:00:00+00:00,74.79,17321.87975,0.0,4567.853,10109.4405,9260.68725,-1.4,9.3,0.0,21.77910804748535,22,3,,0.26370423221532874,-0.5000000000000004,0.8660254037844384
4463,2025-01-02 23:00:00+00:00,89.13,16206.733,0.0,4978.0545,8286.90625,9685.90975,-1.5,10.1,0.0,21.77910804748535,23,3,-15.12,0.3071596539536994,-0.25881904510252157,0.9659258262890681
4464,2025-01-03 00:00:00+00:00,68.97,15525.08625,0.0,5177.17375,7921.54325,9852.53675,-1.8,10.8,0.0,21.974611282348633,0,4,-8.43,0.33347149681696614,0.0,1.0
4465,2025-01-03 01:00:00+00:00,,15184.42475,0.0,5386.9695,7659.559,10029.04075,-1.8,10.8,0.0,21.974611282348633,1,4,-21.04,0.35476941594379463,0.25881904510252074,0.9659258262890683
4466,2025-01-03 02:00:00+00:00,,15133.8155,0.0,5781.46725,7566.38775,10393.524,-2.0,11.4,0.0,21.974611282348633,2,4,-10.56,0.3820231091095302,0.49999999999999994,0.8660254037844387
4467,2025-01-03 03:00:00+00:00,,15378.3755,0.0,5696.613,7550.51725,10284.30625,-2.0,11.4,0.0,21.974611282348633,3,4,-10.68,0.3704300886657372,0.7071067811865475,0.7071067811865476
4468,2025-01-03 04:00:00+00:00,68.0,16068.47625,0.0,5939.907,7571.8895,10570.52375,-1.8,12.3,0.0,21.974611282348633,4,4,,0.369662120264826,0.8660254037844386,0.5000000000000001
4469,2025-01-03 05:00:00+00:00,97.53,18062.301,0.0,5783.08325,8516.7945,10537.0,-1.8,12.3,0.0,21.974611282348633,5,4,40.08,0.32017422641777477,0.9659258262890683,0.25881904510252074
4470,2025-01-03 06:00:00+00:00,,19709.1495,2.78425,5665.22625,10159.247,10458.1055,0.5,18.7,0.0,21.974611282348633,6,4,,0.2875827036575069,1.0,6.123233995736766e-17
4471,2025-01-03 07:00:00+00:00,,20624.220500000003,122.7865,5779.67725,10889.5195,10709.941,0.5,17.9,0.0,21.974611282348633,7,4,,0.28619087688671674,0.9659258262890683,-0.25881904510252063
4472,2025-01-03 08:00:00+00:00,,21411.81125,560.31625,5965.6785,11432.75775,11284.2855,0.4,18.4,15.0,21.974611282348633,8,4,114.93,0.30478480656324675,0.8660254037844387,-0.49999999999999983
4473,2025-01-03 09:00:00+00:00,,21708.70925,1256.00125,6204.7365,10732.11975,12174.267,0.8,16.1,61.0,21.974611282348633,9,4,119.79,0.3436748663442531,0.7071067811865476,-0.7071067811865475
4474,2025-01-03 10:00:00+00:00,73.93,22033.128,1656.333,6697.84325,10232.678,13016.431250000001,1.1,11.4,103.0,21.974611282348633,10,4,,0.37916433154656937,0.49999999999999994,-0.8660254037844387
4475,2025-01-03 11:00:00+00:00,,22191.514000000003,1848.52275,6946.2495,10414.908,13491.75,1.3,14.2,78.0,21.974611282348633,11,4,,0.3963124034709844,0.258819045102521,-0.9659258262890682
4476,2025-01-03 12:00:00+00:00,92.99,22581.15525,1605.7537499999999,7283.85425,10893.741250000001,13633.74925,1.8,17.9,80.0,21.974611282348633,12,4,,0.3936737470506519,1.2246467991473532e-16,-1.0
4477,2025-01-03 13:00:00+00:00,94.02,22063.135000000002,820.09025,7418.03525,11058.649,13006.294249999999,0.5,15.9,47.0,21.974611282348633,13,4,,0.37338870926547835,-0.2588190451025208,-0.9659258262890683
4478,2025-01-03 14:00:00+00:00,,22014.986,198.59725,7823.98975,11161.259750000001,12820.96025,0.6,16.1,36.0,21.974611282348633,14,4,130.11,0.3644148127098513,-0.4999999999999998,-0.8660254037844388
4479,2025-01-03 15:00:00+00:00,,22418.2415,23.72725,8131.35225,11299.054250000001,13017.69975,0.0,15.4,6.0,21.974611282348633,15,4,136.43,0.3637698121862056,-0.7071067811865471,-0.7071067811865479
4480,2025-01-03 16:00:00+00:00,,22412.26675,0.0,8165.3745,11682.29925,13089.180250000001,-0.1,17.7,0.0,21.974611282348633,16,4,151.99,0.36432613403550534,-0.8660254037844384,-0.5000000000000004
4481,2025-01-03 17:00:00+00:00,108.99,21902.910499999998,0.0,8166.704,11545.6545,13096.857,-0.1,17.7,0.0,21.974611282348633,17,4,152.6,0.37285930561602765,-0.9659258262890683,-0.25881904510252063
4482,2025-01-03 18:00:00+00:00,108.44,21801.337,0.0,8269.9135,11239.90825,13133.5515,-0.4,18.8,0.0,21.974611282348633,18,4,139.06,0.3793305658272243,-1.0,-1.8369701987210297e-16
4483,2025-01-03 19:00:00+00:00,,21251.3845,0.0,8238.14675,10441.74225,13068.986,-0.4,21.1,0.0,21.974611282348633,19,4,,0.38765223743422456,-0.9659258262890684,0.2588190451025203
4484,2025-01-03 20:00:00+00:00,,20216.3065,0.0,8178.15225,9852.891,12904.96225,0.0,23.4,0.0,21.974611282348633,20,4,,0.40453246244560054,-0.8660254037844386,0.5000000000000001
4485,2025-01-03 21:00:00+00:00,,19026.8295,0.0,8279.04925,8201.37425,12956.3825,-0.7,21.1,0.0,21.974611282348633,21,4,,0.43512500335381676,-0.7071067811865477,0.7071067811865474
4486,2025-01-03 22:00:00+00:00,68.95,17923.54675,0.0,8137.659,7756.09475,12656.292,-0.9,21.1,0.0,21.974611282348633,22,4,74.79,0.4540205749177405,-0.5000000000000004,0.8660254037844384
4487,2025-01-03 23:00:00+00:00,57.35,16790.47425,0.0,8082.41975,7431.47575,12497.4215,-2.2,19.4,0.0,21.974611282348633,23,4,89.13,0.48136935441236867,-0.25881904510252157,0.9659258262890681
4488,2025-01-04 00:00:00+00:00,,16068.377999999999,0.0,7778.3935,7418.9925,12186.13425,-2.8,22.3,0.0,21.974611282348633,0,5,68.97,0.48408081388177454,0.0,1.0
4489,2025-01-04 01:00:00+00:00,58.84,15595.36075,0.0,7515.605750000001,7169.27975,11972.33525,-2.2,24.7,0.0,21.974611282348633,1,5,,0.4819129143902619,0.25881904510252074,0.9659258262890683
4490,2025-01-04 02:00:00+00:00,,15523.5145,0.0,7376.1085,7155.692,11880.8055,-1.9,24.1,0.0,21.974611282348633,2,5,,0.4751571237299389,0.49999999999999994,0.8660254037844387
